Start Time, Sat Nov 22 11:12:17 GMT+0100 2014
Energy calibration,  Offset: 0, Slope: 0.43199265003204346, Quadratic: 0
Live Time (s), 598.893051
Real Time (s), 600
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1, 0.43199265003204346, 0
2, 0.8639853000640869, 0
3, 1.2959779500961304, 0
4, 1.7279706001281738, 0
5, 2.1599632501602173, 0
6, 2.5919559001922607, 0
7, 3.023948550224304, 3
8, 3.4559412002563477, 42
9, 3.887933850288391, 55
10, 4.319926500320435, 66
11, 4.751919150352478, 49
12, 5.1839118003845215, 65
13, 5.615904450416565, 46
14, 6.047897100448608, 45
15, 6.479889750480652, 54
16, 6.911882400512695, 53
17, 7.343875050544739, 59
18, 7.775867700576782, 47
19, 8.207860350608826, 45
20, 8.63985300064087, 49
21, 9.071845650672913, 57
22, 9.503838300704956, 47
23, 9.935830950737, 48
24, 10.367823600769043, 58
25, 10.799816250801086, 57
26, 11.23180890083313, 39
27, 11.663801550865173, 55
28, 12.095794200897217, 52
29, 12.52778685092926, 50
30, 12.959779500961304, 52
31, 13.391772150993347, 55
32, 13.82376480102539, 55
33, 14.255757451057434, 53
34, 14.687750101089478, 51
35, 15.119742751121521, 59
36, 15.551735401153564, 61
37, 15.983728051185608, 63
38, 16.41572070121765, 46
39, 16.847713351249695, 40
40, 17.27970600128174, 53
41, 17.71169865131378, 49
42, 18.143691301345825, 55
43, 18.57568395137787, 60
44, 19.007676601409912, 53
45, 19.439669251441956, 51
46, 19.871661901474, 39
47, 20.303654551506042, 60
48, 20.735647201538086, 49
49, 21.16763985157013, 45
50, 21.599632501602173, 47
51, 22.031625151634216, 62
52, 22.46361780166626, 59
53, 22.895610451698303, 64
54, 23.327603101730347, 66
55, 23.75959575176239, 56
56, 24.191588401794434, 55
57, 24.623581051826477, 47
58, 25.05557370185852, 61
59, 25.487566351890564, 48
60, 25.919559001922607, 66
61, 26.35155165195465, 49
62, 26.783544301986694, 52
63, 27.215536952018738, 49
64, 27.64752960205078, 59
65, 28.079522252082825, 60
66, 28.511514902114868, 62
67, 28.94350755214691, 66
68, 29.375500202178955, 59
69, 29.807492852211, 59
70, 30.239485502243042, 63
71, 30.671478152275085, 67
72, 31.10347080230713, 56
73, 31.535463452339172, 72
74, 31.967456102371216, 51
75, 32.39944875240326, 62
76, 32.8314414024353, 61
77, 33.263434052467346, 49
78, 33.69542670249939, 67
79, 34.12741935253143, 70
80, 34.55941200256348, 58
81, 34.99140465259552, 55
82, 35.42339730262756, 43
83, 35.85538995265961, 65
84, 36.28738260269165, 69
85, 36.719375252723694, 54
86, 37.15136790275574, 69
87, 37.58336055278778, 59
88, 38.015353202819824, 65
89, 38.44734585285187, 57
90, 38.87933850288391, 73
91, 39.311331152915955, 55
92, 39.743323802948, 68
93, 40.17531645298004, 73
94, 40.607309103012085, 64
95, 41.03930175304413, 52
96, 41.47129440307617, 70
97, 41.903287053108215, 70
98, 42.33527970314026, 76
99, 42.7672723531723, 59
100, 43.199265003204346, 70
101, 43.63125765323639, 61
102, 44.06325030326843, 59
103, 44.495242953300476, 61
104, 44.92723560333252, 72
105, 45.35922825336456, 60
106, 45.791220903396606, 87
107, 46.22321355342865, 66
108, 46.65520620346069, 72
109, 47.08719885349274, 72
110, 47.51919150352478, 67
111, 47.951184153556824, 82
112, 48.38317680358887, 74
113, 48.81516945362091, 75
114, 49.247162103652954, 53
115, 49.679154753685, 78
